Description,Price(Rs),Rating,Review Count,Url of the Product
"Lenovo IdeaPad Slim 1 AMD Ryzen 3 3250U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Cloud Grey/1.6Kg), 82R10049IN","30,820",4.0 out of 5 stars,79,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMjc2NzEzNDY5ODMzNjYyOjE2NjUyMzI5NjA6c3BfYnRmOjIwMDc5ODUxOTM3NTk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FLenovo-IdeaPad-39-62cm-Windows-82R10049IN%2Fdp%2FB0B4JRH895%2Fref%3Dsr_1_22_sspa%3Fcrid%3D3JKZD4EXHPZC%26keywords%3DLaptop%26qid%3D1665232960%26qu%3DeyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%253D%253D%26sprefix%3D%252Caps%252C432%26sr%3D8-22-spons%26psc%3D1
"Lenovo IdeaPad Slim 5 AMD Ryzen 7 5700U 15.6""(39.62cm) FHD IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/Fingerprint/HD Camera/3 Month Game Pass/Graphite Grey/1.66Kg), 82LN00JSIN","59,990",4.5 out of 5 stars,10,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDYxOTU1ODAyNzY3MjU6MTY2NTIzMjk2MzpzcF9hdGY6MjAwNzk4MDc1MzMxOTg6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&url=%2FLenovo-IdeaPad-Fingerprint-Graphite-82LN00JSIN%2Fdp%2FB0BBFTPJ3D%2Fref%3Dsr_1_1_sspa%3Fcrid%3D3JKZD4EXHPZC%26keywords%3DLaptop%26qid%3D1665232963%26qu%3DeyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%253D%253D%26sprefix%3D%252Caps%252C432%26sr%3D8-1-spons%26psc%3D1
"HP 15s, 11th Gen Intel Core i3, 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Alexa Built-in/Win 11/Intel UHD Graphics/Dual Speakers/ MS Office 2021/1.69 Kg, 15s-fr2511TU","39,999",3.9 out of 5 stars,22,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDYxOTU1ODAyNzY3MjU6MTY2NTIzMjk2MzpzcF9hdGY6MjAwODAzNzMzODI5OTg6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&url=%2FHP-15-6-inch-Micro-Edge-Anti-Glare-15s-fr2511TU%2Fdp%2FB0B4N1FRW8%2Fref%3Dsr_1_2_sspa%3Fcrid%3D3JKZD4EXHPZC%26keywords%3DLaptop%26qid%3D1665232963%26qu%3DeyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%253D%253D%26sprefix%3D%252Caps%252C432%26sr%3D8-2-spons%26psc%3D1
"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","25,990",4.0 out of 5 stars,633,https://www.amazon.in/ASUS-15-6-inch-Integrated-Transparent-X515MA-BR011W/dp/B09SGGB687/ref=sr_1_3?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232963&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-3
"Dell Vostro 3420 Laptop, Intel i3-1115G4, 8GB DDR4 & 256GB SSD, Win 11 + MSO'21, 14.0"", 35.56Cms FHD WVA AG 250 nits, Carbon Black (D552299WIN9BE, 1.48Kgs) Windows 11","36,990",2.6 out of 5 stars,3,https://www.amazon.in/Dell-i3-1115G4-35-56Cms-D552299WIN9BE-1-48Kgs/dp/B0B469F1PN/ref=sr_1_4?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232963&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-4
"ASUS Vivobook 14, 14.0-inch (35.56 cms) FHD, Intel Core i3-1005G1 10th Gen, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Grey/1.60 kg), X415JA-EK324WS","29,990",2.5 out of 5 stars,3,https://www.amazon.in/ASUS-14-0-inch-i3-1005G1-Integrated-X415JA-EK324WS/dp/B0B8ZS9YLC/ref=sr_1_5?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232963&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-5
"Lenovo IdeaPad D330 Intel Celeron N4020 10.1"" (25cm)HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","17,990",3.8 out of 5 stars,222,https://www.amazon.in/Lenovo-IdeaPad-Detachable-Warranty-82H0001YIN/dp/B09SV2B5SR/ref=sr_1_6?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232963&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-6
"Lenovo IdeaPad Slim 1 Intel Celeron N4020 4th Gen 11.6'' (29.46cm) HD Thin & Light Laptop (4GB/256GB SSD/Windows 11/Office 2021/3months Game Pass/Platinum Grey/1.2Kg), 81VT009UIN","20,990",3.8 out of 5 stars,722,https://www.amazon.in/Lenovo-IdeaPad-Celeron-Platinum-81VT009UIN/dp/B09V7ZJYBN/ref=sr_1_7?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232963&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-7
"Lenovo IdeaPad Slim 3 Intel Celeron N4020 4th Gen 15.6"" (39.62cm) HD Thin & Light Laptop (8GB/256GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Game Pass/Platinum Grey/1.7Kg), 81WQ00MQIN","27,490",3.8 out of 5 stars,135,https://www.amazon.in/Lenovo-IdeaPad-Warranty-Platinum-81WQ00MQIN/dp/B09YJ1Q16L/ref=sr_1_8?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232963&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-8
"Lenovo IdeaPad Slim 1 AMD Ryzen 3 3250U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Cloud Grey/1.6Kg), 82R10049IN","30,820",4.0 out of 5 stars,79,https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Windows-82R10049IN/dp/B0B4JRH895/ref=sr_1_9?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232963&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-9
"Lenovo IdeaPad 3 11th Gen Intel Core i3 15.6"" FHD Thin & Light Laptop(8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Xbox Game Pass/Platinum Grey/1.7Kg), 81X800LGIN","36,990",4.1 out of 5 stars,555,https://www.amazon.in/Lenovo-IdeaPad-Warranty-Platinum-81X800LGIN/dp/B0B2RBP83P/ref=sr_1_10?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232963&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-10
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 14"" (35.56cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Game Pass/Arctic Grey/1.41Kg), 82H701DNIN","34,990",4.1 out of 5 stars,296,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDYxOTU1ODAyNzY3MjU6MTY2NTIzMjk2MzpzcF9tdGY6MjAwNjMwMjgxNDA4OTg6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FLenovo-IdeaPad-35-56cm-Warranty-82H701DNIN%2Fdp%2FB0B4JN3WYP%2Fref%3Dsr_1_11_sspa%3Fcrid%3D3JKZD4EXHPZC%26keywords%3DLaptop%26qid%3D1665232963%26qu%3DeyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%253D%253D%26sprefix%3D%252Caps%252C432%26sr%3D8-11-spons%26psc%3D1
"Honor MagicBook 14, AMD Ryzen 5 5500U 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop (16GB/512GB PCIe SSD/Windows 11/Fingerprint Login/Metal Body/Backlit KB/1.38Kg), Gray, NobelM-WFQ9AHNE","40,990",,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDYxOTU1ODAyNzY3MjU6MTY2NTIzMjk2MzpzcF9tdGY6MjAwNzk1NDY5NTIyOTg6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FHonor-MagicBook-Anti-Glare-Fingerprint-NobelM-WFQ9AHNE%2Fdp%2FB0BC9R8XYZ%2Fref%3Dsr_1_12_sspa%3Fcrid%3D3JKZD4EXHPZC%26keywords%3DLaptop%26qid%3D1665232963%26qu%3DeyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%253D%253D%26sprefix%3D%252Caps%252C432%26sr%3D8-12-spons%26psc%3D1
"ASUS Vivobook 15, 15.6"" (39.62 cm) FHD, AMD Dual Core Ryzen 3 3200U, Thin and Light Laptop (8GB/256GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.68 Kg), X512DA-BQ301WS","33,490",4.0 out of 5 stars,193,https://www.amazon.in/ASUS-Vivobook-Integrated-Graphics-X512DA-BQ301WS/dp/B0BBVV47J9/ref=sr_1_13?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232963&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-13
"HP 15s,11th Gen Intel Core i3-1115G4 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Alexa Built-in/Win 11/Intel UHD Graphics/Dual Speakers/ MS Office 2021/1.69 Kg, 15s-fq2673TU","42,990",4.1 out of 5 stars,343,https://www.amazon.in/HP-i3-1115G4-Micro-Edge-Anti-Glare-15s-fq2673TU/dp/B0B4N6JVMW/ref=sr_1_14?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232963&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-14
"HP Pavilion 14 11th Gen Intel Core i5 16GB RAM/512GB SSD 14 inch (35.6cm) IPS Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Backlit Kb/B&O Audio/FPR/Windows 11 Home/Thin & Light/1.41Kg, 14-Dv1001tu","59,990",4.4 out of 5 stars,"2,184",https://www.amazon.in/HP-Pavilion-Anti-Glare-Graphics-14-dv1001TU/dp/B09MH5MLYP/ref=sr_1_15?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232963&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-15
HP NB 255 G8 Laptop 15.6 inch (39.6 cm) AMD Ryzen 3-3250U/8GB DDR4 Ram/1TB HDD/HD/Windows 11/AMD Radeon Vega 8 Graphics/Dark Ash Silver/1.74Kg) 64Q84PA,"30,100",3.2 out of 5 stars,105,https://www.amazon.in/HP-3-3250U-Graphics-64Q84PA-ACJ/dp/B09RMQXSZT/ref=sr_1_16?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232963&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-16
"ASUS TUF Gaming A15, 15.6"" (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","99,990",4.2 out of 5 stars,69,https://www.amazon.in/ASUS-RTX-3060-Battery-Windows-FA506QM-HN124W/dp/B09Y695S7K/ref=sr_1_17?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232963&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-17
"(Renewed) Dell Latitude E5470 Intel Core i5 6th Gen.6200u Processor 14.1 Inches HD Screen Notebook Computer (8 GB Ram & 256 GB SSD, Windows 10 Pro, 1.71Kg)","21,210",3.7 out of 5 stars,308,https://www.amazon.in/Renewed-Dell-Latitude-Laptop-E5470/dp/B094CBQ32N/ref=sr_1_18?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232963&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-18
"Dell Inspiron 3521 Laptop - Intel PQC-N5030, Windows 11 + Office 21, 8GB GDDR4, 256GB SSD, 15.6""/39.62Cms HD AG Narrow Border (D560756WIN9BE, Carbon Black, 1.61Kgs)","31,490",4.0 out of 5 stars,72,https://www.amazon.in/Dell-3521-PQC-N5030-Anti-Glare-D560756Win9Be/dp/B09TNX9B9F/ref=sr_1_19?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232963&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-19
"Dell New Windows 11 Inspiron 3525 Laptop, Intel Athlon Silver 3050U, Win11 + Office 21, 8GB GDDR4, 256GB SSD, Radeon Graphics, 15.6"" (39.62Cms) HD AG - D560766WIN9BE1.68Kgs","30,990",4.1 out of 5 stars,164,https://www.amazon.in/Dell-Inspiron-Graphics-Anti-Glare-D560766Win9Be/dp/B09TNWYR3Q/ref=sr_1_20?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232963&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-20
Mi Notebook Pro Qhd+ IPS Anti Glare Display Intel Core I5-11300H 11Th Gen 14 Inches Thin & Light Laptop (16Gb/512Gb Ssd/Iris Xe Graphics/Windows 11 Home/Ms Office 21/Backlit Kb/Fp Sensor/1.4 Kg),"56,990",4.3 out of 5 stars,"1,575",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDYxOTU1ODAyNzY3MjU6MTY2NTIzMjk2MzpzcF9idGY6MjAwNjMwOTAwNzU0OTg6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FNotebook-Display-i5-11300H-Graphics-Fingerprint%2Fdp%2FB098XL8VSM%2Fref%3Dsr_1_21_sspa%3Fcrid%3D3JKZD4EXHPZC%26keywords%3DLaptop%26qid%3D1665232963%26qu%3DeyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%253D%253D%26sprefix%3D%252Caps%252C432%26sr%3D8-21-spons%26psc%3D1
"Lenovo IdeaPad Slim 1 AMD Ryzen 3 3250U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Cloud Grey/1.6Kg), 82R10049IN","30,820",4.0 out of 5 stars,79,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDYxOTU1ODAyNzY3MjU6MTY2NTIzMjk2MzpzcF9idGY6MjAwNzk4NTE5Mzc1OTg6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FLenovo-IdeaPad-39-62cm-Windows-82R10049IN%2Fdp%2FB0B4JRH895%2Fref%3Dsr_1_22_sspa%3Fcrid%3D3JKZD4EXHPZC%26keywords%3DLaptop%26qid%3D1665232963%26qu%3DeyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%253D%253D%26sprefix%3D%252Caps%252C432%26sr%3D8-22-spons%26psc%3D1
"Lenovo IdeaPad Slim 5 AMD Ryzen 7 5700U 15.6""(39.62cm) FHD IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/Fingerprint/HD Camera/3 Month Game Pass/Graphite Grey/1.66Kg), 82LN00JSIN","59,990",4.5 out of 5 stars,10,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODA0MzQ2OTk4NDA0Mzg4OjE2NjUyMzI5NjU6c3BfYXRmOjIwMDc5ODA3NTMzMTk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&url=%2FLenovo-IdeaPad-Fingerprint-Graphite-82LN00JSIN%2Fdp%2FB0BBFTPJ3D%2Fref%3Dsr_1_1_sspa%3Fcrid%3D3JKZD4EXHPZC%26keywords%3DLaptop%26qid%3D1665232965%26qu%3DeyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%253D%253D%26sprefix%3D%252Caps%252C432%26sr%3D8-1-spons%26psc%3D1
"HP 15s, 11th Gen Intel Core i3, 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Alexa Built-in/Win 11/Intel UHD Graphics/Dual Speakers/ MS Office 2021/1.69 Kg, 15s-fr2511TU","39,999",3.9 out of 5 stars,22,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODA0MzQ2OTk4NDA0Mzg4OjE2NjUyMzI5NjU6c3BfYXRmOjIwMDgwMzczMzgyOTk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&url=%2FHP-15-6-inch-Micro-Edge-Anti-Glare-15s-fr2511TU%2Fdp%2FB0B4N1FRW8%2Fref%3Dsr_1_2_sspa%3Fcrid%3D3JKZD4EXHPZC%26keywords%3DLaptop%26qid%3D1665232965%26qu%3DeyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%253D%253D%26sprefix%3D%252Caps%252C432%26sr%3D8-2-spons%26psc%3D1
"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","25,990",4.0 out of 5 stars,633,https://www.amazon.in/ASUS-15-6-inch-Integrated-Transparent-X515MA-BR011W/dp/B09SGGB687/ref=sr_1_3?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232965&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-3
"Dell Vostro 3420 Laptop, Intel i3-1115G4, 8GB DDR4 & 256GB SSD, Win 11 + MSO'21, 14.0"", 35.56Cms FHD WVA AG 250 nits, Carbon Black (D552299WIN9BE, 1.48Kgs) Windows 11","36,990",2.6 out of 5 stars,3,https://www.amazon.in/Dell-i3-1115G4-35-56Cms-D552299WIN9BE-1-48Kgs/dp/B0B469F1PN/ref=sr_1_4?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232965&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-4
"ASUS Vivobook 14, 14.0-inch (35.56 cms) FHD, Intel Core i3-1005G1 10th Gen, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Grey/1.60 kg), X415JA-EK324WS","29,990",2.5 out of 5 stars,3,https://www.amazon.in/ASUS-14-0-inch-i3-1005G1-Integrated-X415JA-EK324WS/dp/B0B8ZS9YLC/ref=sr_1_5?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232965&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-5
"Lenovo IdeaPad D330 Intel Celeron N4020 10.1"" (25cm)HD IPS Detachable 2-in-1 Laptop (4GB/128GB eMMC/Windows 10/1 Yr Warranty/Mineral Grey/1.1Kg), 82H0001YIN","17,990",3.8 out of 5 stars,222,https://www.amazon.in/Lenovo-IdeaPad-Detachable-Warranty-82H0001YIN/dp/B09SV2B5SR/ref=sr_1_6?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232965&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-6
"Lenovo IdeaPad Slim 1 Intel Celeron N4020 4th Gen 11.6'' (29.46cm) HD Thin & Light Laptop (4GB/256GB SSD/Windows 11/Office 2021/3months Game Pass/Platinum Grey/1.2Kg), 81VT009UIN","20,990",3.8 out of 5 stars,722,https://www.amazon.in/Lenovo-IdeaPad-Celeron-Platinum-81VT009UIN/dp/B09V7ZJYBN/ref=sr_1_7?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232965&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-7
"Lenovo IdeaPad Slim 3 Intel Celeron N4020 4th Gen 15.6"" (39.62cm) HD Thin & Light Laptop (8GB/256GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Game Pass/Platinum Grey/1.7Kg), 81WQ00MQIN","27,490",3.8 out of 5 stars,135,https://www.amazon.in/Lenovo-IdeaPad-Warranty-Platinum-81WQ00MQIN/dp/B09YJ1Q16L/ref=sr_1_8?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232965&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-8
"Lenovo IdeaPad Slim 1 AMD Ryzen 3 3250U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Cloud Grey/1.6Kg), 82R10049IN","30,820",4.0 out of 5 stars,79,https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Windows-82R10049IN/dp/B0B4JRH895/ref=sr_1_9?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232965&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-9
"Lenovo IdeaPad 3 11th Gen Intel Core i3 15.6"" FHD Thin & Light Laptop(8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Xbox Game Pass/Platinum Grey/1.7Kg), 81X800LGIN","36,990",4.1 out of 5 stars,555,https://www.amazon.in/Lenovo-IdeaPad-Warranty-Platinum-81X800LGIN/dp/B0B2RBP83P/ref=sr_1_10?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232965&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-10
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 14"" (35.56cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Game Pass/Arctic Grey/1.41Kg), 82H701DNIN","34,990",4.1 out of 5 stars,296,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODA0MzQ2OTk4NDA0Mzg4OjE2NjUyMzI5NjU6c3BfbXRmOjIwMDYzMDI4MTQwODk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FLenovo-IdeaPad-35-56cm-Warranty-82H701DNIN%2Fdp%2FB0B4JN3WYP%2Fref%3Dsr_1_11_sspa%3Fcrid%3D3JKZD4EXHPZC%26keywords%3DLaptop%26qid%3D1665232965%26qu%3DeyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%253D%253D%26sprefix%3D%252Caps%252C432%26sr%3D8-11-spons%26psc%3D1
"Honor MagicBook 14, AMD Ryzen 5 5500U 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop (16GB/512GB PCIe SSD/Windows 11/Fingerprint Login/Metal Body/Backlit KB/1.38Kg), Gray, NobelM-WFQ9AHNE","40,990",,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODA0MzQ2OTk4NDA0Mzg4OjE2NjUyMzI5NjU6c3BfbXRmOjIwMDc5NTQ2OTUyMjk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FHonor-MagicBook-Anti-Glare-Fingerprint-NobelM-WFQ9AHNE%2Fdp%2FB0BC9R8XYZ%2Fref%3Dsr_1_12_sspa%3Fcrid%3D3JKZD4EXHPZC%26keywords%3DLaptop%26qid%3D1665232965%26qu%3DeyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%253D%253D%26sprefix%3D%252Caps%252C432%26sr%3D8-12-spons%26psc%3D1
"ASUS Vivobook 15, 15.6"" (39.62 cm) FHD, AMD Dual Core Ryzen 3 3200U, Thin and Light Laptop (8GB/256GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.68 Kg), X512DA-BQ301WS","33,490",4.0 out of 5 stars,193,https://www.amazon.in/ASUS-Vivobook-Integrated-Graphics-X512DA-BQ301WS/dp/B0BBVV47J9/ref=sr_1_13?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232965&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-13
"HP 15s,11th Gen Intel Core i3-1115G4 8GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Alexa Built-in/Win 11/Intel UHD Graphics/Dual Speakers/ MS Office 2021/1.69 Kg, 15s-fq2673TU","42,990",4.1 out of 5 stars,343,https://www.amazon.in/HP-i3-1115G4-Micro-Edge-Anti-Glare-15s-fq2673TU/dp/B0B4N6JVMW/ref=sr_1_14?crid=3JKZD4EXHPZC&keywords=Laptop&qid=1665232965&qu=eyJxc2MiOiI5LjE1IiwicXNhIjoiOS40MSIsInFzcCI6IjYuNjkifQ%3D%3D&sprefix=%2Caps%2C432&sr=8-14
